#Script TE-analysis_Shuffle_bed.pl, v4.4.2
#Aggregated results + stats
#Features in input file (counts):
	465
#With 10 bootstraps for exp (expected); sd = standard deviation; nb = number; len = length; avg = average
#Two tests are made (permutation and binomial) to assess how significant the difference between observed and random, so two pvalues are given
#For the two tailed permutation test:
#if rank is < 5 and pvalue is not "ns", there are significantly fewer observed values than expected 
#if rank is > 5 and pvalue is not "ns", there are significantly higher observed values than expected 
#The binomial test is done with binom.test from R, two sided

#Level_(tot_means_all)	#	#	#COUNTS	#	#	#	#	#	#	#	#	#	#	#	#	#
#Rclass	Rfam	Rname	obs_hits	%_obs_(%of_features)	obs_tot_hits	nb_of_trials(nb_of_TE_in_genome)	exp_avg_hits	exp_sd	%_exp_(%of_features)	exp_tot_hits(avg)	obs_rank_in_exp	2-tailed_permutation-test_pvalue(obs.vs.exp)	significance	binomal_test_proba	binomial_test_95%_confidence_interval	binomial_test_pval	significance

LTR	ERVL	MLT2A2	0	0	290	3882	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.000949801	0.6321	ns
LTR	ERVL	MER54B	0	0	290	433	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008483165	0.6317	ns
LTR	ERVL	LTR33A	0	0	290	2190	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001683002	0.632	ns
LTR	ERVL	MLT2B4	0	0	290	4665	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.000000000;0.000790444	0.6418	ns
LTR	ERVL	LTR79	0	0	290	4013	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00091881	0.6321	ns
LTR	ERVL	LTR16C	0	0	290	6632	1.4	0.894427190999916	0.301075268817204	229.1	1	0.2	ns	0	0.0000000000;0.0005560696	0.6547	ns
LTR	ERVL	MER73	0	0	290	288	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01272693	0.6315	ns
LTR	ERVL	LTR69	0	0	290	143	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02546648	0.6308	ns
LTR	ERVL	LTR42	0	0	290	301	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01218062	0.6315	ns
LTR	ERVL	LTR83	0	0	290	707	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005204063	0.6319	ns
LTR	ERVL	LTR16E1	0	0	290	2500	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001474464	0.632	ns
LTR	ERVL	MER70A	1	0.21505376344086	290	527	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERVL	LTR16A1	0	0	290	2674	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001378585	0.6321	ns
LTR	ERVL	MLT2A1	0	0	290	3793	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0009720765	0.6321	ns
LTR	ERVL	LTR82A	0	0	290	1028	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003581974	0.6319	ns
LTR	ERVL	LTR84b	0	0	290	1278	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.000000000;0.002882285	0.414	ns
LTR	ERVL	LTR102_Mam	0	0	290	516	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007123498	0.6318	ns
LTR	ERVL	MLT2B2	0	0	290	2191	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001682235	0.632	ns
LTR	ERVL	MLT2F	1	0.21505376344086	290	1909	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERVL-MaLR--int	MLT1H-int	0	0	290	824	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00446679	0.6319	ns
LTR	ERVL-MaLR--int	MLT1J1-int	0	0	290	475	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007735984	0.6317	ns
LTR	ERVL-MaLR--int	MSTD-int	0	0	290	748	2	na	0.43010752688172	229.1	1	0.2	ns	0	0.000000000;0.004919516	0.2776	ns
LTR	ERVL-MaLR--int	MLT1A1-int	0	0	290	460	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007987234	0.6317	ns
LTR	ERVL-MaLR--int	THE1D-int	5	1.0752688172043	290	2610	1.25	0.5	0.268817204301075	229.1	5	1	ns	0.001915709	0.0006223089;0.0044649167	0.009105	**
LTR	ERVL-MaLR--int	MLT1A0-int	0	0	290	946	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003891857	0.6319	ns
LTR	ERVL-MaLR--int	THE1C-int	0	0	290	1813	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002032614	0.632	ns
LTR	ERVL-MaLR--int	MSTC-int	0	0	290	210	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01741271	0.6312	ns
LTR	ERVL-MaLR--int	MSTB-int	0	0	290	898	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.000000000;0.004099458	0.6484	ns
LTR	ERVL-MaLR--int	THE1A-int	0	0	290	1468	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002509706	0.632	ns
LTR	ERVL-MaLR--int	MLT1J-int	1	0.21505376344086	290	1425	1	0	0.21505376344086	229.1	4	0.8	ns	0.0007017544	1.776672e-05;3.903659e-03	1	ns
LTR	ERVL-MaLR--int	MST-int	1	0.21505376344086	290	224	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERVL-MaLR--int	MSTA-int	0	0	290	3228	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001142123	0.6321	ns
LTR	ERVL-MaLR--int	THE1B-int	0	0	290	4249	1.66666666666667	0.816496580927726	0.3584229390681	229.1	1	0.2	ns	0	0.0000000000;0.0008677992	0.4228	ns
LTR	ERVL-MaLR--int	tot	7	1.50537634408602	290	27583	4.5	2.46080384337223	0.967741935483871	229.1	10	0.4	ns	0.0002537795	0.0001020384;0.0005228124	0.23	ns
LTR	ERVL-MaLR--int	MLT1J2-int	0	0	290	586	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006275244	0.6318	ns
LTR	ERVL-MaLR--int	MLT1L-int	0	0	290	112	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.03239993	0.6305	ns
LTR	ERVK	MER11B	0	0	290	557	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006600882	0.6318	ns
LTR	ERVK	LTR5B	0	0	290	458	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008021973	0.6317	ns
LTR	ERVK	tot	0	0	290	8447	1.66666666666667	0.816496580927726	0.3584229390681	229.1	1	0.2	ns	0	0.0000000000;0.0004366135	0.4228	ns
LTR	ERVK	LTR22C2	0	0	290	81	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.04452026	0.6298	ns
LTR	ERVK	LTR13A	0	0	290	202	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01809604	0.6312	ns
LTR	ERVK	MER11A	0	0	290	983	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003745642	0.6319	ns
LTR	ERVK	LTR5_Hs	0	0	290	690	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005331937	0.6319	ns
LTR	ERVK	MER11C	0	0	290	878	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004192643	0.6319	ns
LTR	LTR	MamRep1527	0	0	290	1284	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002868836	0.632	ns
LTR	LTR	tot	0	0	290	7974	2	0.816496580927726	0.43010752688172	229.1	1	0.2	ns	0	0.0000000000;0.0004625064	0.2782	ns
LTR	LTR	LTR91	0	0	290	1578	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002334963	0.632	ns
LTR	LTR	EUTREP16	0	0	290	414	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008870757	0.6317	ns
LTR	LTR	EUTREP8	0	0	290	263	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01392825	0.6314	ns
LTR	ERVL--int	MER21-int	0	0	290	1085	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003394116	0.632	ns
LTR	ERVL--int	HERVL18-int	0	0	290	501	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007335992	0.6318	ns
LTR	ERVL--int	ERVL-B4-int	0	0	290	4062	2	1	0.43010752688172	229.1	1	0.2	ns	0	0.0000000000;0.0009077314	0.2781	ns
LTR	ERVL--int	HERVL-int	1	0.21505376344086	290	2377	1.16666666666667	0.408248290463863	0.25089605734767	229.1	6	1.2	ns	0.0004206984	0.0000106511;0.0023417284	1	ns
LTR	ERVL--int	ERVL-int	1	0.21505376344086	290	814	1	0	0.21505376344086	229.1	3	0.6	ns	0.001228501	3.110247e-05;6.825581e-03	1	ns
LTR	ERVL--int	tot	2	0.43010752688172	290	30244	4.2	1.47572957474524	0.903225806451613	229.1	3	0.6	ns	6.612882e-05	8.008607e-06;2.388594e-04	0.4571	ns
LTR	ERVL--int	ERVL-E-int	0	0	290	8976	1.625	0.517549169506766	0.349462365591398	229.1	1	0.2	ns	0	0.000000000;0.000410887	0.42	ns
LTR	ERVL--int	HERV16-int	0	0	290	1910	3	na	0.645161290322581	229.1	1	0.2	ns	0	0.000000000;0.001929487	0.08306	ns
LTR	ERVL--int	ERV3-16A3_I-int	0	0	290	6590	1.14285714285714	0.377964473009227	0.245775729646697	229.1	1	0.2	ns	0	0.0000000000;0.0005596126	0.6355	ns
LTR	ERVL--int	HERVL74-int	0	0	290	382	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.009610276	0.6316	ns
LTR	ERVK--int	HERVK11-int	0	0	290	285	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01286003	0.6315	ns
LTR	ERVK--int	HERVK14-int	0	0	290	425	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008642156	0.6317	ns
LTR	ERVK--int	HERVKC4-int	0	0	290	65	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.05517163	0.6293	ns
LTR	ERVK--int	tot	0	0	290	2732	1.4	0.547722557505166	0.301075268817204	229.1	1	0.2	ns	0	0.000000000;0.001349338	0.6547	ns
LTR	ERVK--int	HERVK9-int	0	0	290	694	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005301287	0.6319	ns
LTR	ERVK--int	HERVK-int	0	0	290	259	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01414183	0.6314	ns
LTR	Gypsy	MamGypLTR1d	0	0	290	761	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004835681	0.6319	ns
LTR	Gypsy	MamGypLTR3	0	0	290	668	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005507055	0.6318	ns
LTR	Gypsy	LTR81B	0	0	290	1144	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003219352	0.632	ns
LTR	Gypsy	LTR81AB	0	0	290	275	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01332454	0.6315	ns
LTR	Gypsy	MamGypsy2-I	1	0.21505376344086	290	2264	0	0	0	229.1	na	na	na	na	na	na	na
LTR	Gypsy	LTR81	0	0	290	329	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01114977	0.6316	ns
LTR	Gypsy	tot	2	0.43010752688172	290	17870	1.6	0.894427190999916	0.344086021505376	229.1	5	1	ns	0.0001119194	1.355425e-05;4.042323e-04	0.677	ns
LTR	Gypsy	LTR81C	1	0.21505376344086	290	730	0	0	0	229.1	na	na	na	na	na	na	na
LTR	Gypsy	MamGypLTR3a	0	0	290	1320	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002790704	0.632	ns
LTR	Gypsy	MamGypLTR1b	0	0	290	1197	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003077027	0.632	ns
LTR	ERVL?	tot	1	0.21505376344086	290	3881	1	0	0.21505376344086	229.1	3	0.6	ns	0.0002576656	6.523506e-06;1.434775e-03	1	ns
LTR	ERVL?	Eutr10	0	0	290	976	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003772456	0.6319	ns
LTR	ERVL?	LTR55	1	0.21505376344086	290	422	1	na	0.21505376344086	229.1	2	0.4	ns	0.002369668	5.999301e-05;1.313165e-02	1	ns
SINE	Alu	AluSc8	1	0.21505376344086	290	20529	2.25	1.28173988892331	0.483870967741935	229.1	4	0.8	ns	4.871158e-05	1.233270e-06;2.713733e-04	0.7332	ns
SINE	Alu	AluSq10	0	0	290	1506	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002446458	0.632	ns
SINE	Alu	AluSz6	3	0.645161290322581	290	41163	3.1	1.10050493461461	0.666666666666667	229.1	6	1.2	ns	7.288099e-05	1.503006e-05;2.129742e-04	1	ns
SINE	Alu	AluSx3	1	0.21505376344086	290	38710	2.55555555555556	1.23603308118261	0.549581839904421	229.1	2	0.4	ns	2.583312e-05	6.540377e-07;1.439244e-04	0.5304	ns
SINE	Alu	AluYk3	1	0.21505376344086	290	6045	1.5	0.707106781186548	0.32258064516129	229.1	2	0.4	ns	0.000165426	4.188214e-06;9.213461e-04	1	ns
SINE	Alu	AluYj4	0	0	290	2828	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001303562	0.6321	ns
SINE	Alu	FLAM_C	2	0.43010752688172	290	24189	2	1	0.43010752688172	229.1	4	0.8	ns	8.268221e-05	1.001336e-05;2.986443e-04	1	ns
SINE	Alu	AluY	6	1.29032258064516	290	99047	7.8	2.89827534923789	1.67741935483871	229.1	4	0.8	ns	6.05773e-05	2.223112e-05;1.318466e-04	0.718	ns
SINE	Alu	AluYa5	0	0	290	3785	1.5	1	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0009741301	0.4142	ns
SINE	Alu	AluSc	4	0.860215053763441	290	37664	3.1	1.72884033065199	0.666666666666667	229.1	9	0.6	ns	0.0001062022	2.893726e-05;2.718973e-04	0.5599	ns
SINE	Alu	AluJr	7	1.50537634408602	290	114193	8.6	3.13404247294484	1.8494623655914	229.1	5	1	ns	6.129973e-05	2.464601e-05;1.262968e-04	0.7328	ns
SINE	Alu	AluSq4	0	0	290	1628	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002263331	0.632	ns
SINE	Alu	FAM	0	0	290	4241	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008694354	0.6321	ns
SINE	Alu	AluSg	3	0.645161290322581	290	43031	2.9	2.13177026070926	0.623655913978495	229.1	8	0.8	ns	6.971718e-05	1.437759e-05;2.037295e-04	0.7686	ns
SINE	Alu	AluJb	11	2.36559139784946	290	117668	7.6	2.91356978445495	1.63440860215054	229.1	10	0.4	ns	9.348336e-05	4.666745e-05;1.672614e-04	0.2018	ns
SINE	Alu	AluSx	15	3.2258064516129	290	125826	9.3	3.49761823721991	2	229.1	11	0.2	ns	0.0001192122	6.672367e-05;1.966149e-04	0.06915	ns
SINE	Alu	AluSq2	3	0.645161290322581	290	51980	4.2	1.31656117720877	0.903225806451613	229.1	5	1	ns	5.771451e-05	1.190228e-05;1.686569e-04	0.8056	ns
SINE	Alu	AluSc5	0	0	290	4159	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008865698	0.6321	ns
SINE	Alu	AluSz	5	1.0752688172043	290	118893	9.8	2.69979423084221	2.10752688172043	229.1	1	0.2	ns	4.205462e-05	1.365516e-05;9.813870e-05	0.1485	ns
SINE	Alu	AluYb8	0	0	290	2659	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001386356	0.6321	ns
SINE	Alu	AluSx1	6	1.29032258064516	290	107610	9.2	3.64539283053128	1.97849462365591	229.1	3	0.6	ns	5.57569e-05	2.046207e-05;1.213553e-04	0.406	ns
SINE	Alu	AluYe6	0	0	290	194	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0188352	0.6312	ns
SINE	Alu	FRAM	0	0	290	19989	1.6	0.547722557505166	0.344086021505376	229.1	1	0.2	ns	0	0.0000000000;0.0001845284	0.4185	ns
SINE	Alu	AluJo	5	1.0752688172043	290	45812	3.75	1.58113883008419	0.806451612903226	229.1	7	1	ns	0.0001091417	3.543894e-05;2.546818e-04	0.4341	ns
SINE	Alu	AluYm1	0	0	290	4724	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0007805757	0.6485	ns
SINE	Alu	AluSp	3	0.645161290322581	290	65258	4.5	2.59272486435067	0.967741935483871	229.1	5	1	ns	4.597138e-05	9.480503e-06;1.343419e-04	0.6394	ns
SINE	Alu	FLAM_A	0	0	290	14858	1.16666666666667	0.408248290463863	0.25089605734767	229.1	1	0.2	ns	0	0.0000000000;0.0002482448	0.6367	ns
SINE	Alu	AluSg7	1	0.21505376344086	290	5826	2	0	0.43010752688172	229.1	1	0.2	ns	0.0001716444	4.345649e-06;9.559660e-04	0.7293	ns
SINE	Alu	Alu	0	0	290	7847	1.4	0.547722557505166	0.301075268817204	229.1	1	0.2	ns	0	0.0000000000;0.0004699901	0.6547	ns
SINE	Alu	AluSx4	1	0.21505376344086	290	11780	1.4	0.894427190999916	0.301075268817204	229.1	5	1	ns	8.488964e-05	2.149217e-06;4.728831e-04	1	ns
SINE	Alu	AluSg4	2	0.43010752688172	290	12215	1.5	0.547722557505166	0.32258064516129	229.1	7	1	ns	0.0001637331	1.982945e-05;5.913338e-04	0.6653	ns
SINE	Alu	AluYk2	0	0	290	6703	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0005501812	0.6321	ns
SINE	Alu	tot	75	16.1290322580645	290	1202906	78.1	7.86624292644066	16.7956989247312	229.1	4	0.8	ns	6.234901e-05	4.904176e-05;7.815441e-05	0.7772	ns
SINE	Alu	AluSq	0	0	290	12309	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0002996447	0.6485	ns
SINE	Alu	AluYc	0	0	290	6669	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0005529854	0.6321	ns
SINE	Alu	AluYg6	0	0	290	839	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004387106	0.6319	ns
SINE	Alu	AluJr4	0	0	290	12338	2.14285714285714	1.86445447147161	0.460829493087558	229.1	1	0.2	ns	0	0.0000000000;0.0002989405	0.2868	ns
SINE	tRNA-RTE	tot	0	0	290	5741	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0006423436	0.6321	ns
SINE	tRNA-RTE	MamSINE1	0	0	290	5741	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0006423436	0.6321	ns
SINE	MIR	MIRc	3	0.645161290322581	290	99409	5.5	2.17306746840088	1.18279569892473	229.1	3	0.6	ns	3.017835e-05	6.223545e-06;8.819140e-05	0.3922	ns
SINE	MIR	MIRb	7	1.50537634408602	290	221597	9.6	2.7968235951204	2.06451612903226	229.1	3	0.6	ns	3.158888e-05	1.270046e-05;6.508407e-05	0.5172	ns
SINE	MIR	tot	11	2.36559139784946	290	590859	27.6	4.14192655120242	5.93548387096774	229.1	1	0.2	ns	1.861696e-05	9.293556e-06;3.331064e-05	0.0005635	***
SINE	MIR	MIR1_Amn	0	0	290	11448	1.33333333333333	0.516397779494322	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0003221773	0.6485	ns
SINE	MIR	MIR3	1	0.21505376344086	290	85884	3.3	1.49443411809733	0.709677419354839	229.1	1	0.2	ns	1.164361e-05	2.947907e-07;6.487233e-05	0.396	ns
SINE	MIR	MIR	0	0	290	172521	9	2.16024689946929	1.93548387096774	229.1	1	0.2	ns	0	0.000000e+00;2.138198e-05	0.0002982	***
SINE	tot	tot	85	18.2795698924731	290	1804914	101.4	9.16757571250134	21.8064516129032	229.1	2	0.4	ns	4.709366e-05	3.761691e-05;5.823171e-05	0.1117	ns
SINE	tRNA	tot	0	0	290	2253	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001635979	0.632	ns
SINE	tRNA	LFSINE_Vert	0	0	290	2253	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001635979	0.632	ns
