chr5-51	chr5	112492420	112492636	+	12.8	0.867	21.000000	24.0	3.2	7.50	1.01e-13	17.17	1.30e-21	0.87
chr6-24	chr6	11401753	11401969	+	12.8	0.805	26.000000	24.0	1.1	22.49	2.75e-24	11.15	1.99e-17	0.83
chr6-31	chr6	104969208	104969424	+	12.8	0.818	24.000000	24.0	2.8	8.44	8.37e-15	18.03	4.29e-22	0.87
chr6-40	chr6	110089382	110089598	+	12.8	0.848	21.000000	24.0	0.7	33.74	2.23e-28	19.32	8.92e-23	0.87
chr7-51	chr7	149497918	149498134	+	12.8	0.667	22.000000	24.0	5.3	4.50	2.78e-09	4.76	2.12e-09	0.82
chr7-56	chr7	155552380	155552596	+	12.8	0.757	21.000000	24.0	3.2	7.50	1.01e-13	6.56	1.62e-12	0.91
chr12-32	chr12	46046533	46046749	+	12.8	0.848	21.000000	24.0	2.1	11.25	1.66e-17	12.02	3.82e-18	0.96
chr13-40	chr13	43853073	43853289	+	12.8	0.878	22.000000	24.0	2.1	11.25	1.66e-17	17.88	3.71e-21	0.91
chr19-22	chr19	7159515	7159731	+	12.8	0.838	23.000000	24.0	1.1	22.49	2.75e-24	9.33	9.72e-16	0.91
chr22-25	chr22	20439297	20439513	+	12.8	0.730	23.000000	25.0	2.1	11.72	1.41e-18	5.76	2.28e-11	0.87
chrX-13	chrX	13689510	13689726	+	12.8	0.839	22.000000	24.0	3.6	6.75	8.99e-13	9.97	9.52e-16	0.82
chrX-15	chrX	23776532	23776748	+	12.8	0.650	21.000000	24.0	0.7	33.74	2.23e-28	8.20	1.54e-14	0.87
chrX-12	chrX	86124273	86124489	+	12.8	0.842	24.000000	24.0	2.1	11.25	1.66e-17	13.20	4.85e-19	0.87
chrX-18	chrX	130658438	130658654	+	12.8	0.844	21.000000	24.0	3.6	6.75	8.99e-13	13.20	4.85e-19	0.87
chrX-19	chrX	151471394	151471610	+	12.8	0.818	21.000000	24.0	2.5	9.64	4.77e-16	20.41	2.53e-23	0.96
chr22_KI270732v1_random-1	chr22_KI270732v1_random	30587	30803	+	12.8	0.592	23.000000	24.0	5.7	4.22	9.34e-09	7.07	3.41e-13	0.83
chr1-95	chr1	30844441	30844657	+	12.2	0.842	22.000000	23.0	2.8	8.08	7.10e-14	5.76	5.77e-11	0.87
chr2-43	chr2	178112175	178112391	+	12.2	0.667	21.000000	23.0	3.2	7.19	7.59e-13	10.80	1.79e-16	0.87
chr3-18	chr3	45729665	45729881	+	12.2	0.675	21.000000	23.0	1.4	16.17	3.29e-20	23.57	8.33e-24	0.91
chr3-20	chr3	63973032	63973248	+	12.2	0.737	21.000000	23.0	2.5	9.24	4.62e-15	15.25	1.16e-19	0.91
chr7-41	chr7	64914024	64914240	+	12.2	0.675	23.000000	23.0	2.5	9.24	4.62e-15	10.58	2.76e-16	0.82
chr8-12	chr8	37479382	37479598	+	12.2	0.689	23.000000	23.0	2.8	8.08	7.10e-14	6.96	1.44e-12	0.87
chr13-54	chr13	48037375	48037591	+	12.2	0.833	21.000000	23.0	3.2	7.19	7.59e-13	17.57	5.38e-21	0.87
chr14-11	chr14	39170576	39170792	+	12.2	0.703	22.000000	23.0	5.3	4.31	1.27e-08	10.37	4.21e-16	0.82
chr15-21	chr15	39662405	39662621	+	12.2	0.943	21.000000	23.0	0.7	32.33	7.52e-27	22.54	2.31e-23	1.08
chr16-57	chr16	30169195	30169411	+	12.2	0.638	21.000000	23.0	3.9	5.88	3.90e-11	6.17	1.52e-11	0.87
chr19-23	chr19	1854735	1854951	+	12.2	0.714	22.000000	23.0	1.8	12.93	3.97e-18	5.25	8.11e-10	0.87
chr19-28	chr19	10729579	10729795	+	12.2	0.706	21.000000	23.0	3.6	6.47	6.11e-12	5.70	7.13e-11	0.87
chr22-28	chr22	39037782	39037998	+	12.2	0.750	23.000000	23.0	2.1	10.78	1.87e-16	6.32	9.50e-12	0.87
chrX-16	chrX	40320873	40321089	+	12.2	0.933	21.000000	23.0	1.1	21.56	6.19e-23	15.71	6.11e-20	0.87
chr1-91	chr1	175029723	175029939	+	11.7	0.625	23.000000	22.0	2.5	8.84	4.29e-14	10.44	1.57e-15	0.82
chr2-40	chr2	206035802	206036018	+	11.7	0.931	22.000000	22.0	2.1	10.31	2.03e-15	13.78	5.75e-18	0.96
chr3-22	chr3	124751287	124751503	+	11.7	0.676	21.000000	22.0	1.1	20.62	1.34e-21	11.14	4.26e-16	0.87
chr7-44	chr7	55437486	55437702	+	11.7	0.844	22.000000	22.0	1.1	20.62	1.34e-21	13.40	1.01e-17	0.91
chr7-50	chr7	149497400	149497616	+	11.7	0.609	22.000000	22.0	3.2	6.87	5.49e-12	4.63	7.38e-09	0.79
chr8-14	chr8	71530131	71530347	+	11.7	0.885	22.000000	22.0	1.8	12.37	5.15e-17	18.37	1.50e-20	0.82
chr15-23	chr15	92655763	92655979	+	11.7	0.684	21.000000	22.0	3.2	6.87	5.49e-12	8.94	3.45e-14	0.91
chr18-21	chr18	21031960	21032176	+	11.7	0.900	21.000000	22.0	3.6	6.19	3.98e-11	13.05	1.74e-17	0.91
chr19-24	chr19	4576653	4576869	+	11.7	0.619	22.000000	22.0	2.1	10.31	2.03e-15	5.03	1.71e-09	0.87
chr1-97	chr1	59879377	59879593	+	11.2	0.853	22.000000	21.0	0.2	118.09	2.91e-36	8.09	8.25e-13	0.86
chr1-110	chr1	170689676	170689892	+	11.2	0.861	22.000000	21.0	2.5	8.44	3.81e-13	14.57	1.08e-17	0.86
chr3-16	chr3	29280816	29281032	+	11.2	0.676	21.000000	21.0	3.6	5.90	2.48e-10	10.76	3.84e-15	0.82
chr11-16	chr11	33040374	33040590	+	11.2	0.750	22.000000	21.0	5.0	4.22	7.58e-08	5.77	3.69e-10	0.82
chr12-33	chr12	120496490	120496706	+	11.2	0.742	21.000000	21.0	2.8	7.38	4.49e-12	5.95	2.14e-10	0.78
chr17-49	chr17	62195626	62195842	+	11.2	0.774	21.000000	21.0	1.4	14.76	8.27e-18	8.85	1.56e-13	0.86
chr17-50	chr17	62825612	62825828	+	10.6	0.743	21.000000	22.0	2.1	10.31	2.03e-15	7.84	4.96e-12	0.86
chrX-17	chrX	110142881	110143097	+	10.6	0.880	21.000000	20.0	2.8	7.03	3.34e-11	5.67	1.29e-09	0.77
chr1-114	chr1	37772568	37772784	+	10.1	0.564	21.000000	19.0	2.5	7.63	2.62e-11	8.92	1.89e-12	0.81
